,"cegodnia.txt","ferghana.txt","gazieta.txt","kommersant.txt","literaturnaia.txt","novaiaGazieta.txt","novIsvestia.txt"
"созидательной",0,0,0,0,1,0,0
"сознание",0,0,0,0,0,1,0
"сознании",0,0,0,0,1,1,0
"сознания",0,0,0,0,1,0,0
"сознательно",2,0,0,0,0,0,0
"сознательное",1,0,0,0,0,0,0
"сознательными",0,0,0,0,0,0,1
"созревали",0,0,1,0,0,0,0
"соискателей",0,0,0,0,0,0,1
"сойду",0,0,0,0,0,1,0
"сойти",1,0,0,0,0,0,0
"соколин",0,0,0,1,0,0,0
"соколиным",0,0,0,1,0,0,0
"сократив",0,0,0,0,0,1,0
"сократилась",0,0,0,0,0,1,0
"сократились",0,0,0,1,0,0,0
"сократилось",0,0,0,1,1,0,0
"сократился",1,0,4,1,0,0,0
"сократится",0,0,1,0,0,0,0
"сократить",0,2,0,0,0,1,0
"сократиться",1,0,0,1,0,0,0
"сокращается",0,0,0,1,0,0,0
"сокращать",0,1,0,0,0,0,0
"сокращаться",0,0,1,0,0,1,0
"сокращают",0,0,0,0,1,0,0
"сокращаются",1,0,0,0,0,0,1
"сокращена",0,2,0,0,0,0,0
"сокращение",4,3,1,5,0,0,1
"сокращением",0,0,1,2,0,0,0
"сокращении",0,1,2,1,0,0,0
"сокращению",0,1,0,0,0,0,0
"сокращения",5,0,1,1,0,0,1
"сокрушительными",0,0,0,0,1,0,0
"солидные",0,0,0,0,0,0,1
"солоу",0,0,0,0,1,0,0
"сомали",0,0,0,0,0,1,0
"сомневаемся",0,0,0,0,0,1,0
"сомневается",1,0,0,0,0,0,0
"сомнение",1,0,0,0,0,0,0
"сомнения",0,0,1,0,0,0,0
"сомнительно",0,0,0,0,1,0,0
"сомнительной",0,0,0,0,0,1,0
"сомнут",0,0,0,0,0,1,0
"сообщает",1,0,0,0,0,0,0
"сообщают",0,0,0,1,0,0,0
"сообществе",0,0,0,0,0,1,0
"сообщивший",0,0,0,0,0,0,1
"сообщил",0,0,3,3,0,0,3
"сообщили",0,0,0,0,0,0,1
"сообщило",0,0,0,1,0,0,0
"сооружена",0,0,0,0,0,1,0
"соответственно",3,0,0,2,0,3,0
"соответствие",0,0,0,1,0,0,0
"соответствии",1,0,0,1,1,0,1
"соответствовала",0,0,0,0,0,1,0
"соответствует",0,0,0,0,0,1,0
"соответствуют",0,0,0,1,0,0,0
"соответствующей",0,0,0,0,0,1,0
"соответствующие",0,0,0,0,0,0,1
"соотнесение",1,0,0,0,0,0,0
"соотношением",0,0,0,0,1,0,0
"соперники",0,0,0,0,0,1,0
"соперничество",0,0,0,0,0,1,0
"соплеменников",0,0,0,0,0,1,0
"сопоставимых",1,0,0,0,0,0,0
"сопоставлении",0,0,0,0,0,1,0
"сопровождавшейся",0,0,0,0,0,1,0
"сопровождаться",0,0,0,0,1,0,0
"сопровождая",0,0,0,0,0,1,0
"сорняки",0,0,0,0,1,0,0
"сорняков",0,0,0,0,1,0,0
"сорок",1,0,0,0,0,0,0
"сорокин",0,0,0,0,0,0,2
"сорокина",0,0,0,0,0,0,1
"сорос",0,0,0,0,0,0,2
"сорта",2,0,0,0,0,0,0
"сортире",0,0,0,0,0,1,0
"сортом",1,0,0,0,0,0,0
"соседей",0,0,0,1,0,0,0
"соседнего",0,0,0,0,0,1,0
"сослагательного",0,0,0,0,1,0,0
"сосредоточатся",1,0,0,0,0,0,0
"состава",0,0,0,0,0,0,1
"составе",0,0,0,0,0,1,0
"составив",0,0,0,1,0,0,0
"составил",0,1,3,1,0,6,0
"составила",0,0,0,0,0,0,3
"составили",1,0,1,0,0,5,0
"составило",1,0,0,2,0,1,0
"составит",1,0,2,2,0,1,1
"составителей",0,2,0,0,0,0,0
"составить",1,0,0,0,0,0,0
"составлявшая",0,0,0,0,0,1,0
"составляет",1,1,1,1,2,2,6
"составлял",0,0,0,2,1,0,0
"составляла",0,0,1,0,0,0,0
"составляли",0,0,1,0,0,0,0
"составляло",0,0,0,1,0,0,1
"составлять",0,0,0,1,0,0,0
"составляют",1,0,0,0,0,0,0
"составляющая",0,0,0,0,1,1,0
"составляющей",1,0,0,0,0,0,0
"составляющих",0,0,1,0,0,1,0
"составят",0,0,1,1,0,1,0
"состоит",2,0,0,1,0,1,0
"состоится",0,0,0,0,0,0,1
"состоявшегося",1,0,0,0,0,0,0
"состоявшемся",0,0,0,0,1,0,0
"состоялись",2,0,0,0,0,0,0
"состоялось",0,1,0,0,0,0,0
"состоялся",0,0,0,0,1,0,0
"состояние",5,0,0,1,4,6,1
"состоянии",0,0,2,0,0,5,3
"состоянию",0,1,0,0,0,1,0
"состояния",0,0,0,1,2,2,2
"состоят",0,0,0,0,1,0,0
"состоятельных",0,0,0,0,0,0,2
"состояться",0,0,0,1,0,0,0
"состоящей",0,0,0,0,0,1,0
"сотен",0,0,0,0,1,1,0
"сотни",0,0,0,0,1,1,0
"сотрудник",1,0,0,0,0,1,0
"сотрудника",0,0,0,1,0,0,0
"сотрудничества",0,0,0,0,0,1,0
"сотрудничестве",1,0,0,0,0,0,0
"сотрудничество",1,0,0,0,0,0,0
"сотрудничеству",1,0,0,0,0,0,0
"соучастники",1,0,0,0,0,0,0
"сохранение",1,1,0,0,0,0,0
"сохранении",0,2,0,0,0,0,0
"сохранению",1,0,0,0,0,0,0
"сохранения",1,1,0,0,0,0,0
"сохранено",0,0,1,0,0,0,0
"сохранил",0,0,0,0,1,0,0
"сохранит",1,0,0,0,1,0,0
"сохранится",2,0,0,0,0,0,0
"сохранить",2,0,0,0,0,2,0
"сохраняется",1,1,0,0,0,0,0
"сохранятся",0,1,0,0,0,0,1
"сохранять",0,0,0,1,0,0,0
"сохраняться",0,1,0,1,0,0,0
"сохраняются",1,0,0,1,0,1,0
"сохраняя",2,0,0,0,0,0,0
"соцвыплаты",1,0,0,0,0,0,0
"социализацией",0,0,0,0,1,0,0
"социализма",0,0,0,0,2,0,0
"социалистических",0,0,0,0,0,1,0
"социальная",1,0,0,0,2,2,1
"социально-психологические",0,0,0,0,1,0,0
"социально-экономическая",0,0,0,0,0,1,0
"социально-экономических",0,0,0,0,1,0,1
"социально-экономическом",1,0,0,0,0,0,0
"социального",0,0,0,0,10,0,0
"социальное",0,0,0,0,2,0,0
"социальной",0,0,0,0,9,1,1
"социальному",0,0,0,0,1,0,0
"социальную",1,0,0,0,0,1,0
"социальные",0,0,0,0,7,5,0
"социальный",0,0,0,0,0,1,0
"социальным",0,0,0,1,1,0,0
"социальными",1,0,0,0,1,0,0
"социальных",0,0,0,0,2,1,0
"социолог",0,0,0,0,0,1,0
"социологи",0,0,0,0,0,0,1
"социологии",0,0,0,0,0,1,0
"социологическим",0,0,0,0,1,0,0
"социологическими",0,0,0,0,0,1,0
"социологических",0,0,0,0,0,1,0
"социума",1,0,0,0,0,0,0
"социуму",1,0,0,0,0,0,0
"соцлагеря",1,0,0,0,0,0,0
"сочетание",0,0,0,0,0,1,0
"сочетанием",1,0,0,0,0,0,0
"союз",0,0,0,0,0,3,0
